Downloaded from wid.world on 22-06-2020 at 20:51:27
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1900;Unnamed: 4
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1901;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1902;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1903;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1904;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1905;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1906;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1907;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1908;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1909;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1910;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1911;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1912;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1913;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1914;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1915;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1916;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1917;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1918;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1919;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1920;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1921;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1922;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1923;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1924;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1925;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1926;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1927;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1928;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1929;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1930;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1931;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1932;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1933;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1934;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1935;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1936;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1937;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1938;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1939;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1940;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1941;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1942;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1943;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1944;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1945;
Africa;"sptinc_p0p50_z_QB
Pre-tax national income 
Bottom 50% | share | adults | equal split
";p0p50;1946;
